id,trigger,conditions,script,text,options,notes
locrlfOfferOptionBar,locrlf_optionBar,,,,locrlf_startBar:Pergunte se o $locrlf_manOrWoman que está tentando fazer anotações secretas precisa de ajuda,
locrlfOfferTextBarAgain,DialogOptionSelected,"$option == locrlf_startBar
$player.locrlf_gotBarBlurb","Highlight $locrlf_rewardAmount
SetTooltip locrlf_offerBarCynicalRewardAsk ""You're cynical enough to see through the performance of piety these so-called 'Faithful' put on. In the end, all that matters are credits and power.""
FireBest LOCRLFOfferTextBarRemoveCynical
Call $locrlf_ref showMap ""Target: $locrlf_marketName""","""Oh!"" $locrlf_HeOrShe pula um pouco enquanto você fala. ""Você de novo. Você reconsiderou?"" $locrlf_HeOrShe abaixa a voz de $locrlf_hisOrHer: ""É um assunto delicado, é claro. Este arquicura quer que este bando perdido de hereges seja encontrado e, por algum motivo, não está contando com os Cavaleiros Inquisidores."" $locrlf_HeOrShe suspira: ""Não é da minha conta especular sobre as ações da Igreja, é claro"". ""Independentemente disso, os hereges compraram um transporte e queimaram até a periferia. Eles foram vistos pela última vez por um catador que relatou o avistamento para... bem, um dos Fiéis, pelo menos. dados sobre o que aconteceu com eles, eu lhe darei a recompensa da Igreja de $locrlf_rewardAmount créditos.""","locrlf_offerBarCynicalRewardAsk:""A Igreja está lhe dando mais de $locrlf_rewardAmount crédito pelo trabalho, não está?"" 
locrlf_offerBarAcceptFirst:Aceitar 
contact_declineBar:Recusar",
locrlfOfferTextBarAgainB,DialogOptionSelected,"$option == locrlf_startBar
$player.locrlf_negotiatedHigherRate
$player.locrlf_gotBarBlurb","$missionId = locrlf
Highlight $locrlf_rewardAmountHigher","""Oh!"" $locrlf_HeOrShe pula um pouco enquanto você fala. ""Você de novo. Você reconsiderou?"" $locrlf_HeOrShe abaixa a voz de $locrlf_hisOrHer: ""É um assunto delicado, é claro. Este arquicura quer que este bando perdido de hereges seja encontrado e, por algum motivo, não está contando com os Cavaleiros Inquisidores."" $locrlf_HeOrShe suspira: ""Não é da minha conta especular sobre as ações da Igreja, é claro"". ""Independentemente disso, os hereges compraram um transporte e queimaram até a periferia. Eles foram vistos pela última vez por um catador que relatou o avistamento para... bem, um dos Fiéis, pelo menos. dados sobre o que aconteceu com eles, eu lhe darei a recompensa da Igreja de $locrlf_rewardAmountHigher créditos.""","locrlf_offerBarAcceptFirst:Aceitar 
contact_declineBar:Recusar",
locrlfOfferTextBar,DialogOptionSelected,$option == locrlf_startBar,"$missionId = locrlf
$player.locrlf_gotBarBlurb = true","""Oh!"" $locrlf_HeOrShe pula um pouco enquanto você fala e depois olha para você de cima a baixo. ""Sim, parece que você seria bastante adequado."" ""Eu tenho"", $locrlf_heOrShe deixa cair a voz, ""um assunto delicado para discutir. Um arquicura - cujo nome não vou nomear - me fez saber que um rebanho de crentes foi desencaminhado por um falso e herético autoproclamado profeta ."" Os olhos de $locrlf_HisOrHer estão arregalados de alarme: ""É claro que imagino que isso seja assunto dos Cavaleiros, e ficaria satisfeito em deixar seus inquisidores lidarem com os hereges como é seu costume. Mas... bem, não é minha função especular.""",locrlf_startBar2:Continuar,
locrlfOfferTextBar2,DialogOptionSelected,$option == locrlf_startBar2,"Highlight $locrlf_rewardAmount
SetTooltip locrlf_offerBarCynicalRewardAsk ""You're cynical enough to see through the piety of the 'Faithful'. It's always about credits in the end.""
FireBest LOCRLFOfferTextBarRemoveCynical
Call $locrlf_ref showMap ""Target: $locrlf_systemName""","""Esses hereges juntaram dinheiro e compraram um transporte antigo, depois partiram para algum sistema marginal para 'começar de novo'. Possivelmente eles estão todos mortos. Perdoe-me; com Ludd, pelo que eu sei. No entanto, um catador descrente foi o último a avistá-los, aparentemente indo em direção a... um sistema específico."" $locrlf_HeOrShe revela $locrlf_hisOrHer datapad barato. ""Você vai encontrá-los? Para a Igreja? Descubra o que aconteceu com eles. Traga notícias para mim, e então eu reportarei ao arquicura. Recebi fundos para a operação, $locrlf_rewardAmount créditos. Eles serão seus depois que você trouxer dados conclusivos sobre o destino dos hereges.""","locrlf_offerBarCynicalRewardAsk:""A Igreja está lhe dando mais de $locrlf_rewardAmount crédito pelo trabalho, não está?"" 
locrlf_offerBarAcceptFirst:Aceitar 
contact_declineBar:Recusar",
locrlfOfferTextBarRemoveCynical,LOCRLFOfferTextBarRemoveCynical,$player.luddicAttitudeCynical < 1,RemoveOption locrlf_offerBarCynicalRewardAsk,,,
locrlfOfferTextBarRemoveDidAlready,LOCRLFOfferTextBarRemoveCynical,$player.locrlf_negotiatedHigherRate,RemoveOption locrlf_offerBarCynicalRewardAsk,,,
locrlfOfferBarCynicalRewardAsk,DialogOptionSelected,$option == locrlf_offerBarCynicalRewardAsk,"AdjustRep $locrlf_person INHOSPITABLE -1
$player.locrlf_negotiatedHigherRate = true
Highlight $locrlf_rewardAmountHigher
RemoveOption locrlf_offerBarCynicalRewardAsk","Uma onda de culpa, rapidamente suprimida, atravessa o rosto de $hisOrHer. ""S-sim, bem. É minha função cobrar uma taxa de corretor perfeitamente razoável. Currying talento é um trabalho honesto, apesar do que pregam os ruralistas da linha dura."" $locrlf_HeOrShe bate $locrlf_hisOrHer mãos no balcão com impaciência. ""Tudo bem, então. Você já deixou claro. Vamos fazer o pagamento com 4 créditos, se for necessário.""",,
locrlfOfferBarAcceptFirst,DialogOptionSelected,$option == locrlf_offerBarAcceptFirst,"Call $locrlf_ref addPersonToMarket
$option = contact_acceptBar
FireBest DialogOptionSelected","$locrlf_personName fornece coordenadas de navegação para $locrlf_systemName, $locrlf_hisOrHer ID de comunicação e o ID do casco do transporte dos hereges, o 'CGR Light of Exultation'.",,
# LOCRLF contact offer,,,,,,
locrlfOfferTextContact,DialogOptionSelected,$option == locrlf_start,$missionId = locrlf,"""Como eu disse, fui abordado por um arquicura. Não vou nomeá-los, a pedido deles, mas fui informado de que um rebanho de crentes foi desencaminhado por um falso e herético profeta autoproclamado."" ""Eu sei"", $heOrShe suspira. ""Eu também imagino que isso seja assunto dos Cavaleiros de Ludd, e ficaria satisfeito em deixar seus inquisidores lidarem com os hereges como é seu costume. Mas por alguma razão a Igreja quer lidar com isso por conta própria e não é minha função. especular por que isso pode acontecer.""",locrlf_startContact2:Continuar,
locrlfOfferTextContact2,DialogOptionSelected,$option == locrlf_startContact2,"Highlight $locrlf_rewardAmount
SetTooltip locrlf_offerCynicalRewardAsk ""You're cynical enough to see through the performance of piety these so-called 'Faithful' put on. In the end, all that matters are credits and power.""
FireBest LOCRLFOfferTextRemoveCynical
Call $locrlf_ref showMap ""Target: $locrlf_systemName""","""Esses falsos crentes, hereges, juntaram dinheiro e compraram um transporte antigo, depois partiram para algum sistema marginal para 'começar de novo', seja lá o que isso signifique. Possivelmente eles estão todos mortos - perdoe-me, ou com Ludd, pelo que eu sei ... No entanto, um necrófago descrente foi o último a avistá-los queimando em direção a um sistema específico."" ""Você vai encontrá-los? Para a Igreja?"" ""Descubra o que aconteceu com eles. Traga notícias para mim, e então eu reportarei ao arquicura. Recebi fundos para a operação, $locrlf_rewardAmount crédito. É seu depois que você trouxer notícias dos hereges.""","locrlf_offerCynicalRewardAsk:""A Igreja está lhe dando mais de $locrlf_rewardAmount crédito pelo trabalho, não está?"" 
locrlf_offerAcceptFirstContact:Aceitar 
contact_decline:Recusar",
locrlfOfferTextRemoveCynical,LOCRLFOfferTextRemoveCynical,$player.luddicAttitudeCynical < 1,RemoveOption locrlf_offerCynicalRewardAsk,,,
locrlfOfferTextRemoveDidAlready,LOCRLFOfferTextRemoveCynical,$player.locrlf_negotiatedHigherRate,RemoveOption locrlf_offerCynicalRewardAsk,,,
locrlfOfferCynicalRewardAsk,DialogOptionSelected,$option == locrlf_offerCynicalRewardAsk,"AdjustRep $locrlf_person INHOSPITABLE -1
$player.locrlf_negotiatedHigherRate = true
Highlight $locrlf_rewardAmountHigher
RemoveOption locrlf_offerBarCynicalRewardAsk","Uma onda de culpa, rapidamente suprimida, atravessa o rosto de $hisOrHer. ""S-sim, bem. É minha função cobrar uma taxa de corretor perfeitamente razoável. Currying talento é um trabalho honesto, apesar do que pregam os ruralistas da linha dura."" $HeOrShe toca $hisOrHer dedo na unidade de comunicação $hisOrHer com impaciência. ""Mas sim, está tudo bem. Você deixou claro seu ponto de vista, capitão. Vamos fazer o pagamento com 5 créditos, se for necessário.""",,
locrlfOfferAcceptFirst,DialogOptionSelected,$option == locrlf_offerAcceptFirst,"$option = contact_acceptBar
FireBest DialogOptionSelected","$HeOrShe fornece as coordenadas de navegação de $locrlf_systemName e o ID do casco para o transporte dos hereges, o 'CGR Light of Exultation'.",,
locrlfOfferAcceptFirstContact,DialogOptionSelected,$option == locrlf_offerAcceptFirstContact,"$option = contact_accept
FireBest DialogOptionSelected","$HeOrShe fornece as coordenadas de navegação de $locrlf_systemName e o ID do casco para o transporte dos hereges, o 'CGR Light of Exultation'.",,
# LOCRLF return (to person directly),,,,,,
locrlfReturnContact,PopulateOptions,"$locrlf_return
Call $global.locrlf_ref updateData",,,"locrlf_return1:""Encontrei os hereges desaparecidos.""",
locrlfReturnContactLie,PopulateOptions,"$locrlf_return
Call $global.locrlf_ref updateData",,,"locrlf_return1lie:""Encontrei os hereges desaparecidos. Estão todos mortos."" (mentira)",
locrlfReturnStartLie,DialogOptionSelected,$option == locrlf_return1lie,"$player.ethosLiar++
$player.locrlf_liedAboutFateOfHeretics = true","$HeOrShe acena enquanto você explica como encontrou os hereges mortos em sua 'terra prometida', desviados e levados à sua perdição, se não à condenação. $PersonName não parece particularmente chateado. ""Esse é o destino daqueles que cuspiriam na Igreja da Redenção Galáctica"", diz $heOrShe, depois fica quieto. Talvez ponderando sobre o destino dos hereges que conseguiram evitar os Cavaleiros Inquisidores.","locrlf_return2:""Isso é tudo.""",
locrlfReturnStart,DialogOptionSelected,$option == locrlf_return1,"$option = locrlf_return2
FireBest DialogOptionSelected","$PersonName acena enquanto você explica como encontrou os hereges, sem parecer particularmente interessado.",,
locrlfReturnStart2A,DialogOptionSelected,$option == locrlf_return2,"AddCredits $locrlf_rewardAmount
AddXP 2400
FireBest LOCRLFreturnReward
$global.locrlf_completed = true
unset $market.locrlf_market
Call $global.locrlf_ref updateStage
FireAll LOCRLFreturnHubOpts","""Obrigado, $playerSirOrMadam"", diz $heOrShe. ""Trarei seu relatório ao arquicura o mais rápido possível. Por favor, aceite sua recompensa, conforme prometido.""",,
locrlfReturnStart2B,DialogOptionSelected,"$option == locrlf_return2
$player.locrlf_negotiatedHigherRate","AddCredits $locrlf_rewardAmountHigher
AddXP 2400
FireBest LOCRLFreturnReward
$global.locrlf_completed = true
unset $market.locrlf_market
unset $player.locrlf_negotiatedHigherRate
Call $global.locrlf_ref updateStage
FireAll LOCRLFreturnHubOpts","""Obrigado, $playerSirOrMadam"", diz $heOrShe. ""Trarei seu relatório ao arquicura o mais rápido possível. Por favor, aceite sua generosa recompensa."" ""Direi ao arquicura que seus honorários foram maiores do que o esperado"", $personName murmura para $himOrHerself.",,
locrlfReturnHubOptsA,LOCRLFreturnHubOpts,"$player.locr_luddicsOnBoard
$player.crew > 198
!$player.locrlf_liedAboutFateOfHeretics",,"Agora, é claro, há a questão dos hereges.","locrlf_returnHereticsChurch:""Além disso, os hereges estão a bordo do meu $shipOrFleet. Pretendo devolvê-los à Igreja.""",
locrlfReturnHubOptsB,LOCRLFreturnHubOpts,"$player.locr_luddicsToPath
$player.crew > 198
!$player.locrlf_liedAboutFateOfHeretics",,"Agora, é claro, há a questão dos hereges.","locrlf_returnHereticsPath:""Além disso, os hereges estão a bordo do meu $shipOrFleet. Pretendo levá-los para um mundo do Caminho Lúdico.""",
locrlfReturnHubOptsC,LOCRLFreturnHubOpts,"$player.locr_luddicsToChurch
$player.crew > 198
!$player.locrlf_liedAboutFateOfHeretics",,"Agora, é claro, há a questão dos antigos hereges.","locrlf_returnHereticsChurch:""Os hereges arrependidos estão a bordo do meu $shipOrFleet. Pretendo devolvê-los à Igreja.""",
locrlfReturnHubOptsD,LOCRLFreturnHubOpts,,,,cutCommLink:Corte o link de comunicação,
locrlfToldReturningHereticsChurch,DialogOptionSelected,$option == locrlf_returnHereticsChurch,,"Os olhos de $personName se arregalam. ""O quê!? Você os trouxe aqui?"" $HeOrShe cobre o rosto de $hisOrHer com as mãos de $hisOrHer e faz um barulho doloroso demais para ser um suspiro. ""Pelo martelo de Ludd, esse não era o trabalho! Eu... eu não sabia nada sobre isso. Direi especificamente que lhe disse para reportar apenas com a confirmação de sua posição e status.""",locrlf_returnHereticsChurch2:Continuar,
locrlfToldReturningHereticsChurch2,DialogOptionSelected,$option == locrlf_returnHereticsChurch2,AdjustRep $locrlf_person INHOSPITABLE -2,"""Quanto a você, leve esses hereges para outro lugar! Ou pelo menos espere até que eu tenha feito meu relatório para descarregá-los. Não quero nada com eles, isso não é minha culpa!"" O sinal é cortado, deixando você com um antigo padrão alternativo de software de comunicação.",cutCommLinkNoText:Corte o link de comunicação,
locrlfToldReturningHereticsPath,DialogOptionSelected,$option == locrlf_returnHereticsPath,,"Os olhos de $personName se arregalam. ""O quê? O... Caminho? E você os trouxe aqui!? O que diabos o martelo de Ludd fez com que você fizesse uma coisa dessas?""",locrlf_returnHereticsChurch3:Continuar,
locrlfToldReturningHereticsPath2,DialogOptionSelected,$option == locrlf_returnHereticsPath2,AdjustRep $locrlf_person INHOSPITABLE -4,"$HeOrShe acena $hisOrHer mãos como se isso pudesse fazer a situação desaparecer. ""Não. Não, você não me contou isso. Eu não sei de nada; vou relatar ao arquicura que você encontrou os hereges, e o que acontece a partir daí é problema seu - deles. Bom dia!"" O sinal é cortado, deixando você com um antigo padrão alternativo de software de comunicação.",cutCommLinkNoText:Corte o link de comunicação,
locrlfToldReturningHereticsChurchB,DialogOptionSelected,"$option == locrlf_returnHereticsPath
$importanceAtLeastHigh","$option = locrlf_returnHereticsImportant 0
FireBest DialogOptionSelected",,,
locrlfToldReturningHereticsPathB,DialogOptionSelected,"$option == locrlf_returnHereticsChurch
$importanceAtLeastHigh","$option = locrlf_returnHereticsImportant 0
FireBest DialogOptionSelected",,,
locrlfToldReturningHereticsImportant,DialogOptionSelected,$option == locrlf_returnHereticsImportant,AdjustRep $locrlf_person INHOSPITABLE -3,"$personName suspira profundamente, como se você tivesse trazido mais problemas para $hisOrHer do que o inscrito. Porque você tem. ""Não consigo imaginar o que, pelo martelo de Ludd, o obrigou a trazer os hereges para cá. Então, eis o que vamos fazer."" ""Eu"", $heOrShe faz uma pausa, lançando-lhe um olhar severo, ""não sei nada sobre eles. Você me deu sua notícia, agora direi ao arquicura que foi tudo o que você me disse. Você se livrará desses ingratos infiéis da maneira que quiser. cabe, e não terei nada a ver com isso, bom dia. As comunicações foram cortadas.",cutCommLinkNoText:Corte o link de comunicação,
# Luddic Pilgrim Transport mission,,,,,,# bar mission only
lptBlurbBar1,lpt_blurbBar,$lpt_wealth == rich,,Um $lpt_manOrWoman em trajes de peregrinação lúdica finamente confeccionados parece estar falando com vários capitães de navios.,,
lptOfferOptionBar1,lpt_optionBar,$lpt_wealth == rich,,,lpt_startBarRich:Aproxime-se do peregrino vestindo belas vestes lúdicas,
lptBlurbBar2,lpt_blurbBar,,,"Um $manOrWoman com as vestes esfarrapadas de um peregrino lúdico parece estar se aproximando dos capitães dos navios, mas é rejeitado.",,
lptOfferOptionBar2,lpt_optionBar,,,,lpt_startBarPoor:Aproxime-se do peregrino lúdico vestindo vestes esfarrapadas,
lptOfferTextBarRich,DialogOptionSelected,$option == lpt_startBarRich,"$missionId = lpt
SetTextHighlights $lpt_entityName $lpt_reward $lpt_dist 
Call $lpt_ref showMap ""Destination: $lpt_entityName""","Você se aproxima do peregrino, que sorri e junta as mãos. Pela disposição confiante e pelas roupas de qualidade, fica claro que $lpt_heOrShe vem de uma riqueza um tanto contrária à reputação ascética de Ludd. ""Dia abençoado. Capitão, presumo?"" $lpt_heOrShe diz. ""Desejo providenciar transporte para mim e meu grupo para o santuário de $lpt_entityName no $lpt_systemName. Posso, é claro, providenciar o pagamento. $lpt_reward créditos valeriam uma viagem de $lpt_dist anos-luz?""","contact_acceptBar:Aceitar 
contact_declineBarNoContinue:Recusar",
lptOfferTextBarPoor,DialogOptionSelected,$option == lpt_startBarPoor,"$missionId = lpt
SetTextHighlights $lpt_entityName
Call $lpt_ref showMap ""Destination: $lpt_entityName""","Você se aproxima do peregrino. Finalmente vendo alguém que parece querer conversar, $lpt_heOrShe abre um sorriso torto e junta as mãos calejadas de $lpt_hisOrHer. ""Que Ludd abençoe você, $playerSirOrMadam"", diz $lpt_heOrShe, curvando-se. ""Peço-lhe passagem para mim e um pequeno grupo para o santuário de $lpt_entityName. Somos apenas peregrinos pobres e não podemos pagar, por isso imploramos isso como caridade de você."" ""Talvez você já esteja viajando para o $lpt_systemName? O santuário seria apenas um pequeno desvio."" $lpt_HeOrShe olha para você com esperança. ""Não causaremos problemas e rezaremos para que a Providência os abençoe com prosperidade e saúde.""","contact_acceptBar:Aceitar 
contact_declineBarNoContinue:Recusar",
lptPostAccept,ContactPostAccept,$missionId == lpt,"#AddTextSmall ""Luddic pilgrims boarded $shipOrFleet"" highlight","Você pede ao seu comissário para tomar providências, com instruções para evitar que os peregrinos interfiram nas operações do $shipOrFleet.",,
,,,,,,
# LPT arrived at destination,,,,,,
LPTcheckCompletionBeholder,BeholderShrineMainOptions,"$id == beholder_station
$lpt_target","Call $lpt_ref updateData
$player.hasTransportedPilgrims++
$lpt_completed = true 0
$option = lpt_deliverNonMarketContinue2 0
FireBest DialogOptionSelected",,,
LPTcheckCompletionBeholder2,DialogOptionSelected,$option == lpt_deliverNonMarketContinue2,,,lpt_deliverNonMarketContinue:Continuar,
LPTcheckCompletion,MarketPostDock,Call $lpt_ref updateData,"$player.hasTransportedPilgrims++
$lpt_completed = true 0",,lpt_deliverContinue:Continuar,
LPTcheckCompletionContGeneric,DialogOptionSelected,$option == lpt_deliverContinue,"

Call $lpt_ref updateStage",Seu comissário informa que os peregrinos que você pegou no $lpt_sourceName para transportar ao santuário lúdico local foram descarregados em uma nave civil.,marketCmd_checkDebtContinue:Continuar,
LPTcheckCompletionContRich,DialogOptionSelected,"$option == lpt_deliverContinue
$lpt_wealth == rich","
AdjustRep luddic_church FAVORABLE 1
Call $lpt_ref updateStage",Seu comissário informa que os peregrinos que você pegou em $lpt_sourceName foram descarregados em uma nave particular e estão a caminho do santuário lúdico local. O pagamento deles foi encaminhado para suas contas.,marketCmd_checkDebtContinue:Continuar,
LPTcheckCompletionContRichOneOff,DialogOptionSelected,"$option == lpt_deliverContinue
$lpt_wealth == rich
!$global.lpp_completed
!$global.lpp_inprogress
!$player.lpt_gotPilgrimShrineTip","$player.lpt_gotPilgrimShrineTip = true
AdjustRep luddic_church FAVORABLE 1
Call $lpt_ref updateStage","O líder dos peregrinos que você transportou de $lpt_sourceName insiste em que o 'excelente capitão' acompanhe o grupo $lpt_hisOrHer. ""Você deveria visitar o santuário, capitão"", $lpt_heOrShe insiste. ""Eu já fui um incrédulo; a experiência é bastante transformadora."" ""Claro, eu entendo que esta é uma jornada que você deve escolher empreender por si mesmo."" $lpt_HeOrShe abre um sorriso perfeito e faz um gesto piedoso, depois desce para um ônibus particular que $lpt_heOrShe contratou para transportar $lpt_himOrHer e $lpt_hisOrHer até o santuário.",marketCmd_checkDebtContinue:Continuar,
LPTcheckCompletionContPoor,DialogOptionSelected,"$option == lpt_deliverContinue 
$lpt_wealth == poor","AdjustRep luddic_church WELCOMING 1
Call $lpt_ref updateStage","Você recebe um relatório de que os peregrinos que você transportou de $lpt_sourceName para cá foram descarregados em uma nave civil dedicada a serviços de caridade para Fiéis de meios humildes. Quer você goste ou não, eles prometeram orar por você pelo seu ato de caridade.",marketCmd_checkDebtContinue:Continuar,
LPTcheckNonMarketContGeneric,DialogOptionSelected,$option == lpt_deliverNonMarketContinue,"AdjustRep luddic_church WELCOMING 1
Call $lpt_ref updateStage",Seu comissário informa que os peregrinos que você pegou no $lpt_sourceName para transportar ao santuário lúdico local foram descarregados em uma nave civil.,lpt_endingOut:Continuar,
LPTcheckNonMarketContRich,DialogOptionSelected,"$option == lpt_deliverNonMarketContinue 
$lpt_wealth == rich","AdjustRep luddic_church FAVORABLE 1
Call $lpt_ref updateStage",Seu comissário informa que os peregrinos que você pegou em $lpt_sourceName foram descarregados em uma nave particular e estão a caminho do santuário lúdico local. O pagamento deles foi encaminhado para suas contas.,lpt_endingOut:Continuar,
LPTcheckNonMarketContRichOneOff,DialogOptionSelected,"$option == lpt_deliverNonMarketContinue 
$lpt_wealth == rich
!$global.lpp_completed
!$global.lpp_inprogress
!$player.lpt_gotPilgrimShrineTip","$player.lpt_gotPilgrimShrineTip = true
AdjustRep luddic_church FAVORABLE 1
Call $lpt_ref updateStage","O líder dos peregrinos que você transportou de $lpt_sourceName insiste em que o 'excelente capitão' acompanhe o grupo $lpt_hisOrHer. ""Você deveria ver o santuário, capitão"", insiste $lpt_heOrShe. ""Eu já fui um incrédulo; a experiência é bastante transformadora."" $lpt_HeOrShe abre um sorriso perfeito: ""Claro, entendo que esta é uma jornada que devemos escolher por nós mesmos."" $lpt_HeOrShe faz um gesto piedoso e então descarrega em um ônibus particular que $lpt_heOrShe contratou para transportar $lpt_himOrHer e $lpt_hisOrHer até o santuário.",lpt_endingOut:Continuar,
LPTcheckNonMarketContPoor,DialogOptionSelected,"$option == lpt_deliverNonMarketContinue 
$lpt_wealth == poor","AdjustRep luddic_church WELCOMING 1
Call $lpt_ref updateStage","Você recebe um relatório de que os peregrinos que você transportou de $lpt_sourceName para cá foram descarregados em uma nave civil dedicada a serviços de caridade para Fiéis de meios humildes. Quer você goste ou não, eles prometeram orar por você pelo seu ato de caridade.",lpt_endingOut:Continuar,
LPTendingOut,DialogOptionSelected,"$option == lpt_endingOut
$id != beholder_station",,,marketCmd_checkDebtContinue:Continuar,
LPTendingOut2,DialogOptionSelected,"$option == lpt_endingOut
$id == beholder_station",FireAll BeholderShrineMainOptions,,,
,,,,,,
# RDSM - Ruins Data Swap Mission,,,,,,# special underworld contact mission
rdsmBlurb,rdsm_blurb,,,"""Preciso trocar um datacore por um de algumas ruínas de um planeta na Franja, um trabalho fácil.""",,
rdsmOfferOption,rdsm_option,,,,"rdsm_start:Pergunte sobre o trabalho 'fácil' de troca de datacore",
rdsmOfferTextContact,DialogOptionSelected,$option == rdsm_start,"$missionId = rdsm
SetTextHighlights $rdsm_planetName $rdsm_systemName $rdsm_dist $rdsm_reward
Call $global.rdsm_ref showMap ""Target: $rdsm_planetName""","""Nossa parceria tem sido produtiva"", diz $heOrShe, ""confio que você conseguirá lidar com os requisitos simples desta tarefa."" $HeOrShe toques em um datapad, invocando um mapa estelar. ""Há um $rdsm_target em $rdsm_planetName abandonado em $rdsm_systemName, $rdsm_dist anos-luz de distância. Já foi propriedade da megacorporação $rdsm_megacorpName, não que isso tenha importância por 200 ciclos."" ""Vou fornecer a você um datacore e um diagrama preciso do $rdsm_target. Troque meu datacore por aquele que você encontrará de acordo com minhas especificações. Faça com que pareça natural, como se estivesse intocado desde o Colapso."" ""Se houver mais alguma coisa para saquear na colônia, faça isso. Minha única preocupação é que meu datacore esteja no lugar e aquele que você encontrar seja devolvido aqui para mim. eu com o datacore.""","rdsm_offerAsk1:""O que há de tão importante neste datacore? 
contact_accept:Accept 
contact_decline:Decline",
rdsmOfferTextContactDeciv,DialogOptionSelected,"$rdsm_variant == DECIV
$option == rdsm_start","$missionId = rdsm
SetTextHighlights $rdsm_planetName $rdsm_systemName $rdsm_dist $rdsm_reward
Call $global.rdsm_ref showMap ""Target: $rdsm_planetName""","""Nossa parceria tem sido produtiva"", diz $heOrShe, ""confio que você conseguirá lidar com os requisitos simples desta tarefa."" $HeOrShe toques em um datapad, invocando um mapa estelar. ""Há um $rdsm_target em $rdsm_planetName abandonado em $rdsm_systemName, $rdsm_dist anos-luz de distância. Já foi propriedade da megacorporação $rdsm_megacorpName, não que isso tenha importância por 200 ciclos."" ""Vou fornecer a você um datacore e um diagrama preciso do $rdsm_target. Troque meu datacore por aquele que você encontrará de acordo com minhas especificações. Faça com que pareça natural, como se estivesse intocado desde o Colapso."" ""Se houver mais alguma coisa para saquear na colônia, faça isso. Minha única preocupação é que meu datacore esteja no lugar e o que você encontrar seja devolvido aqui para mim.","rdsm_startDeciv2:""Pagamento?"" 
rdsm_startDeciv2b:Continuar",
rdsmOfferTextContactDeciv2b,DialogOptionSelected,$option == rdsm_startDeciv2b,SetTextHighlights $rdsm_dist $rdsm_reward $rdsm_marinesReq,"$HeOrShe sorri carnívoro: ""Sim, claro. Você receberá $rdsm_reward créditos quando retornar e entregar o datacore."" ""Você deve estar ciente, entretanto, de que houve relatos de decivs em $rdsm_marketName. Eles podem ser... hostis. Recomendo trazer pelo menos $rdsm_marinesReq para garantir a segurança de sua operação.""","rdsm_offerAsk1:""Por que fazer uma troca, por que não apenas pegar o datacore?"" 
contact_accept:Aceitar 
contact_decline:Recusar",
rdsmOfferTextContactDeciv2,DialogOptionSelected,$option == rdsm_startDeciv2,SetTextHighlights $rdsm_dist $rdsm_reward $rdsm_marinesReq,"""Você deve estar ciente, entretanto, de que houve relatos de decivs em $rdsm_marketName. Eles podem ser... hostis."" $HeOrShe sorri de forma bastante carnívora e depois diz ""Recomendo trazer pelo menos $rdsm_marinesReq para garantir a segurança de sua operação."" ""Você receberá 4 créditos quando retornar para mim com o datacore.""","rdsm_offerAsk1:""O que há de tão importante neste datacore? 
contact_accept:Accept 
contact_decline:Decline",
rdsmOfferAsk1,DialogOptionSelected,$option == rdsm_offerAsk1,,"""Acho que você deveria saber que não deve perguntar"", $heOrShe produz um sorriso fino. ""Talvez você tema algum risco para seu $shipOrFleet e sua reputação? Eu não tomei você por um covarde, mas desta vez vou te satisfazer."" ""Tenho informações que sugerem que o datacore contém especificações para um processo industrial obscuro que é marginalmente mais eficaz do que os métodos comuns. Sem conhecimento especializado, o seu valor é difícil de reconhecer. Igualmente difícil é encontrar um comprador que esteja em posição de fazer o bem uso deste processo alternativo. As estrelas se alinharam para mim, no entanto, e estou disposto a compartilhar uma parte dos meus lucros previstos pelo seu serviço. "" ""Satisfeito?""","rdsm_offerAsk2:""Por que fazer uma troca, por que não apenas pegar o datacore?"" 
contact_accept:Aceitar 
contact_decline:Recusar",
rdsmOfferAsk2,DialogOptionSelected,$option == rdsm_offerAsk2,SetTextHighlights $rdsm_dist $rdsm_reward,"$HeOrShe revira $hisOrHer olhos. ""Para que o processo nele contido pareça uma nova invenção"", diz $heOrShe lentamente, como se fosse para uma simples criança. ""O núcleo trocado será em breve descoberto por um catador que descobrirá que contém o processo de conhecimento comum, em vez do único realmente desenvolvido por $rdsm_megacorpName. Isto criará evidências substanciais para 'provar' que o processo é uma descoberta única, o que tornará muito mais lucrativo patentear nos governos de todo o Setor que se preocupam com esse tipo de coisa."" ""Tudo se resume a créditos, $playerName. Do seu ponto de vista, $rdsm_reward créditos. E isso é tudo que deve preocupar você. Entendeu?""","rdsm_offerAsk3:""Mas e se alguém encontrar outra cópia do processo de $rdsm_megacorpName?"" 
contact_accept:Aceitar 
contact_decline:Recusar",
rdsmOfferAsk3,DialogOptionSelected,$option == rdsm_offerAsk3,,"""Você não desiste, não é?"" $HeOrShe suspira. ""Meu comprador irá simplesmente declarar que falsificou esta segunda descoberta hipotética para minar a patente.""","rdsm_offerAsk4:""E aquela segunda cópia hipotética do processo foi recuperada antes que o datacore falso fosse encontrado...""",
